SMILES,Flavor_Description,Classification
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O)O,sweet,1.0
C(=O)[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O.O,sweet,1.0
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)OC)[NH3+].[Cl-],sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)O)CO)O)O)O)O)O)O)O.O.O.O.O.O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,sweet,1.0
CC1[C@@H](C(C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4C5(CC[C@@H](C(C5CCC4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7C([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)[O-].[NH4+].O.O.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4C5(CC[C@@H](C(C5CCC4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7C([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C1[C@@H](C(C([C@@H](O1)OCC2[C@H](C(C([C@](O2)(O)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,sweet,1.0
C[C@]12CCC[C@](C1CCC34C2CCC(C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O,sweet,1.0
C[C@@]1(CCC2(CC[C@@]3(C(=CC(=O)[C@H]4C3(CC[C@@H]5C4(CC[C@@H](C5(C)C)O[C@H]6[C@H]([C@@H]([C@H]([C@@H](O6)C(=O)O)O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)C)C2C1)C)C)C(=O)[O-].[NH4+],sweet,1.0
C[C@@]1(CCC2(CC[C@@]3(C(=CC(=O)[C@H]4C3(CC[C@@H]5C4(CC[C@@H](C5(C)C)O[C@H]6[C@H]([C@@H]([C@H]([C@@H](O6)C(=O)O)O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)C)C2C1)C)C)C(=O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H](C(O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,1.0
C1COC2=C(O1)C=CC(=C2)CC(=O)C3=C(C=C(C=C3)O[C@H]4C(C([C@H](C(O4)CO)O)O)O)O,sweet,1.0
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C([C@@]4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)OC7C(C(C(C(O7)C(=O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O,sweet,1.0
C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O)O)C,sweet,1.0
C[C@@]12C[C@@H](C[C@H]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)[C@@H]4O)O)C(=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2C(C(C(OC2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)F)O)O)O,sweet,1.0
C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)F)O)O,sweet,1.0
C([C@H]1[C@H]([C@H]([C@H](C(O1)O)F)O)O)O,sweet,1.0
C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)F)F,sweet,1.0
C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)F)O,sweet,1.0
C([C@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O)F,sweet,1.0
C([C@H]1[C@H]([C@H]([C@H](C(O1)O)O)F)O)O,sweet,1.0
C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)F,sweet,1.0
C([C@H]1[C@@H]([C@H]([C@@H](C(O1)O)F)O)O)O,sweet,1.0
C([C@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)F)O,sweet,1.0
C(C1C(C(C(C(O1)O)O)O)O)OC2C(C(C(C(O2)O)O)O)O,sweet,1.0
COC[C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)OC,sweet,1.0
C(C1[C@H]([C@H](C(C(O1)O)O)O)O)F,sweet,1.0
C(C1[C@H]([C@H](C(C(O1)O)O)F)O)O,sweet,1.0
C(C1[C@H]([C@H](C(C(O1)O)O)O)F)O,sweet,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3NCCCCN)N)O)OP(=O)(O1)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NCCCCN,sweet,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=S)(O1)O,sweet,1.0
C1=NC(=C2C(=N1)N(C(=N2)Cl)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,sweet,1.0
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=S)(O)OP(=O)(O)O)O,sweet,1.0
COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C[C@H]2C(=O)N[C@H](C(=O)N2)CC3=CC=CC=C3,sweet,1.0
C1=CC=C2C(=C1)C(=O)N=S2(=O)[O-].[Na+],sweet,1.0
C1=CC=C2C(=C1)C(=O)N=S2(=O)O,sweet,1.0
COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)[NH3+].[I-],sweet,1.0
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)[NH3+].Cl,sweet,1.0
C[C@@H](C(=O)NC(CC1=CC=CC=C1)C(=O)OC)NC(=O)OC(C)(C)C,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O.O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,1.0
C1[C@@H](OCC(C1O)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)CO)O)O)O)O)O)O.O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)CO)O)O)O)O)O)O,sweet,1.0
C[C@@]12CCC[C@@](C1CC[C@@]34C2CC[C@@](C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OOC6C(C(C(OC6O)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O,sweet,1.0
CC1[C@@H](C(C([C@@H](O1)OC[C@@H]2C([C@@H](C([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
C1=NC2=C(N=C(N=C2N1[C@H]3C([C@H]([C@H](O3)CO)O)O)N)N,sweet,1.0
C1=NC(=C2C(=N1)N(C(=N2)N)[C@H]3C([C@H]([C@H](O3)CO)O)O)N,sweet,1.0
C1C2[C@@H]([C@@H](C([C@@H](O1)O2)O)O)O,sweet,1.0
C(C1[C@@H](C([C@@H](C(O1)O)O)F)O)O,sweet,1.0
C(C1[C@@H](C([C@@H](C(O1)O)O)O)F)O,sweet,1.0
C(C1[C@H](C([C@@H]([C@@H](O1)O)O)O)O)F,sweet,1.0
C1[C@H]([C@@H](C(OC1O)CO)O)O,sweet,1.0
C1[C@H]([C@@H](C(O[14CH]1O)CO)O)O,sweet,1.0
C1[C@@H](C(OC([C@H]1O)O)CO)O,sweet,1.0
C1[C@@H](C(C(OC1CO)O)O)O,sweet,1.0
CO[C@H]1[C@H](C([C@@H](C(O1)CO)O)O)O,sweet,1.0
C1[C@H]([C@@H](C([C@](O1)(CO)O)O)O)O,sweet,1.0
C([C@H](C1C(C(C(C(O1)O)O)O)O)O)O,sweet,1.0
C([C@@H](C1C(C(C(C(O1)O)O)O)O)O)O,sweet,1.0
C(C1[C@H](C([C@@H]([C@H](O1)OCC2[C@H](C([C@@H](C(O2)O)O)O)O)O)O)O)O,sweet,1.0
C(C1[C@@H](C([C@@](O1)(CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,sweet,1.0
C(C1[C@H](C([C@H]([C@H](O1)O[C@@H]2C(OC([C@@H](C2O)O)O)CO)O)O)O)O,sweet,1.0
C(C1[C@H](C([C@H]([C@H](O1)O[C@@H]2C(O[C@H]([C@@H](C2O)O)O)CO)O)O)O)O,sweet,1.0
C(C1[C@H](C([C@H]([C@H](O1)OCC2[C@H](C([C@H](C(O2)O)O)O)O)O)O)O)O,sweet,1.0
CC1(OCC2[C@@H](O1)C([C@H]([C@H](O2)OC)O)O)C,sweet,1.0
CC(=O)OCC1[C@H](C([C@@H]([C@H](O1)OC)OC(=O)C)OC(=O)C)O,sweet,1.0
C([C@@H]1[C@@H](C([C@](O1)(CCl)OC2C(C(C(C(O2)CO)Cl)O)O)O)O)Cl,sweet,1.0
[2H]C([2H])([C@@H]1[C@@H](C([C@](O1)(C([2H])([2H])Cl)OC2C(C(C(C(O2)C([2H])([2H])O)Cl)O)O)O)O)Cl,sweet,1.0
C([C@@H]1[C@@H](C([C@](O1)(CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,sweet,1.0
[2H]C([2H])([C@@H]1[C@@H](C([C@](O1)(C([2H])([2H])O)OC2C(C(C(C(O2)C([2H])([2H])O)O)O)O)O)O)O,sweet,1.0
CC(=O)OCC1C(C(C(C(O1)O[C@]2(C([C@H]([C@H](O2)CO)O)O)CO)O)O)O,sweet,1.0
CC(=O)OCC1[C@@H](C([C@@H]([C@H](O1)OC(=O)C)O)OC(=O)C)OC(=O)C,sweet,1.0
C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.O.O.[Na+],sweet,1.0
C[C@@]1(CCC2(CCC3(C(=CC(=O)[C@H]4C3(CC[C@@H]5C4(CC[C@@H](C5(C)C)O[C@@H]6[C@@H](C(C([C@H](O6)C(=O)O)O)O)O[C@H]7C(C(C([C@H](O7)C(=O)O)O)O)O)C)C)[C@@H]2C1)C)C)C(=O)O.[Na+],sweet,1.0
C[C@@]1(CCC2(CCC3(C(=CC(=O)[C@H]4C3(CC[C@@H]5C4(CC[C@@H](C5(C)C)O[C@@H]6[C@@H](C(C([C@H](O6)C(=O)O)O)O)O[C@H]7C(C(C([C@H](O7)C(=O)O)O)O)O)C)C)[C@@H]2C1)C)C)C(=O)O,sweet,1.0
C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].O.[Ca+2],sweet,1.0
CC1C(C(C(C(O1)O[C@@H]2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,sweet,1.0
CC1(O[C@H]2[C@@H](O1)OC(C(C2O)O)CO)C,sweet,1.0
[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N.O.O,sweet,1.0
[13CH2](C1[C@H]([C@H](C(C(O1)O)O)O)O)O,sweet,1.0
[2H]C1(C([C@@H]([C@@H](C(O1)CO)O)O)O)O,sweet,1.0
[2H]C1([C@@H]([C@@H](C(OC1O)CO)O)O)O,sweet,1.0
C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,1.0
C([C@@H]1[C@@H](C(C(O1)(CO)O)O)O)O[C@@H]2C([C@@H]([C@@H](C(O2)CO)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O.O.O,sweet,1.0
CCCOC1=CC=C(C=C1)NC(=O)N,sweet,1.0
CC(C)COC1=CC=C(C=C1)NC(=O)N,sweet,1.0
C1[C@@H]2[C@@H](C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=S)(O1)O,sweet,1.0
CC(C)[C@H](C(=O)NC(C)(C)C)N[C@@H](CC1=CC=CC=C1)C(=O)OC,sweet,1.0
COC(=O)CNC(=O)[C@@H](CC1=CC=CC=C1)N[C@@H](CC2=CC=CC=C2)C(=O)OC,sweet,1.0
COC(=O)CNC(=O)[C@H](CC1=CC=CC=C1)N[C@@H](CC2=CC=CC=C2)C(=O)OC,sweet,1.0
CC(C)[C@@H](C(=O)NC(C)(C)C)N[C@@H](CC1=CC=CC=C1)C(=O)OC,sweet,1.0
CC1(O[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O1)O)CO)O)C,sweet,1.0
CCC(C)O[C@H]1C[C@H]([C@@H]([C@H](O1)CO)O)O,sweet,1.0
CC(C)CO[C@H]1C[C@H]([C@@H]([C@H](O1)CO)O)O,sweet,1.0
CCCCO[C@H]1C[C@H]([C@@H]([C@H](O1)CO)O)O,sweet,1.0
CC1(O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2O1)CO)O)O)C,sweet,1.0
CCO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)OC,sweet,1.0
COC(=O)OC[C@@H]1[C@H]([C@@H](CC(O1)O)O)O,sweet,1.0
COC(=O)OC[C@@H]1[C@@H]([C@@H](CC(O1)O)O)O,sweet,1.0
CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,1.0
CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,1.0
CO[C@@H]1[C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O)O)O,sweet,1.0
COC(=O)C[C@@H](C(=O)N[C@H](CC1=CC=CC=C1)C(=O)OC)N.[Cl-],sweet,1.0
C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@@H]([C@H](CO)O)[C@H]([C@@H](CO)O)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O,sweet,1.0
C([C@H](C=O)O)[C@@H]([C@H](CO)O)O,sweet,1.0
C([C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)O)O)O)O,sweet,1.0
C(C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O)O,sweet,1.0
C1C([C@@H]([C@H](O1)[C@H](C=O)O)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,sweet,1.0
C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O)O)O)O,sweet,1.0
CO[C@H]([C@H](C=O)O)[C@@H]([C@H](CO)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,1.0
C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]([C@H](CO)O)[C@H]([C@@H](CO)O)O)O)O)O)O,sweet,1.0
C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2C(O[C@H](C(C2O)O)OC([C@H](CO)O)[C@H]([C@@H](CO)O)O)CO)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)[O-])O)N.[Na+],sweet,1.0
C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]([C@H](CO)O)[C@H]([C@@H](CO)O)O)O)O)O)O,sweet,1.0
CO[C@H]([C@H](C=O)O)[C@@H](C(CO)O)O,sweet,1.0
C[C@H]1[C@@H](C[C@H]([C@@H](O1)OC(C)CCCCO)O)O,sweet,1.0
CCCCCCO[C@H]1[C@@H](C[C@H]([C@@H](O1)C)O)O,sweet,1.0
C[C@H]1[C@@H](C[C@H]([C@@H](O1)OCCC(C)C)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O.[Na+],sweet,1.0
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.[Na],sweet,1.0
COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C[C@@H](C(=O)O)N,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2O)CO)O)O)O)O)O,sweet,1.0
C[C@@H]1[C@H](C[C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O)CO)O)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O,sweet,1.0
C#CCCCOP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@H]4C([C@@]3(CC2)C)CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCN=[N+]=[N-])O)O)N,sweet,1.0
C[C@H]1[C@@H](O[C@H]([C@@H]([C@@H]1O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)C,sweet,1.0
C([C@@H]1[C@H]([C@@H](C([C@@H](O1)O)F)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@@H](O3)CO)O)O)N,sweet,1.0
C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)OC7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N,sweet,1.0
C1=NC2=C(N=C(N=C2N1C3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O.O,sweet,1.0
C[C@@H]1[C@@H]([C@@H](C(C(O1)OCC2C([C@@H](C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)[O-])O)O)N.[Na+],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)([O-])[O-])O)O)N.[Na+].[Na+],sweet,1.0
C[C@@]12CCC3(CCC(CC3C1=CC(=O)[C@H]4C2(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)(C)C(=O)O)C.N.N,sweet,1.0
C[C@@]12CCC3(CCC(CC3C1=CC(=O)[C@H]4C2(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)(C)C(=O)O)C,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)OC7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OCC2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@]12CCC[C@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)(C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,sweet,1.0
C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O.[Na+].[Na+],sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)C(=O)O)O)O)O)O,sweet,1.0
COC1=C(C(=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)OC)O,sweet,1.0
COC1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)[C@@H]([C@H](O2)C4=CC(=C(C=C4)O)OC)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O)O,sweet,1.0
